seed,policy,case_id,failure,action,cost,p_authentic,p_matched,p_safe,max_atom,sophisticated
1011,v0_threshold,INF-027,signed_sophisticated_fake,SIGN,20.0,0.761,1.0,0.986,0.75,True
1011,v0_expected_cost,INF-027,signed_sophisticated_fake,SIGN,20.0,0.761,1.0,0.986,0.75,True
1011,engagement_baseline,INF-029,signed_safety_risk,SIGN,200.0,0.991,0.002,0.004,0.986,False
1011,engagement_baseline,INF-032,signed_mismatch,SIGN,15.0,0.999,0.0,0.989,0.988,False
1011,v0_threshold,INF-035,signed_sophisticated_fake,SIGN,20.0,0.989,1.0,0.998,0.986,True
1011,v0_expected_cost,INF-035,signed_sophisticated_fake,SIGN,20.0,0.989,1.0,0.998,0.986,True
1011,v1_voi,INF-035,signed_sophisticated_fake,SIGN,20.0,0.989,1.0,0.998,0.986,True
1011,engagement_baseline,INF-035,signed_sophisticated_fake,SIGN,20.0,0.989,1.0,0.998,0.986,True
1011,engagement_baseline,INF-039,declined_clean,DECLINE,10.0,0.997,0.997,0.988,0.982,False
1012,engagement_baseline,INF-000,declined_clean,DECLINE,10.0,0.985,1.0,0.999,0.983,False
1012,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.995,0.0,1.0,0.995,False
1012,engagement_baseline,INF-002,signed_mismatch,SIGN,15.0,1.0,0.0,0.997,0.997,False
1012,engagement_baseline,INF-005,declined_clean,DECLINE,10.0,0.959,0.998,0.998,0.955,False
1012,engagement_baseline,INF-006,signed_mismatch,SIGN,15.0,0.995,0.002,1.0,0.994,False
1012,engagement_baseline,INF-007,signed_mismatch,SIGN,15.0,1.0,0.183,1.0,0.817,False
1012,engagement_baseline,INF-008,signed_sophisticated_fake,SIGN,20.0,0.97,0.001,0.999,0.968,True
1012,engagement_baseline,INF-009,signed_mismatch,SIGN,15.0,0.999,0.005,0.997,0.991,False
1012,v0_threshold,INF-011,signed_sophisticated_fake,SIGN,20.0,0.963,0.999,0.996,0.957,True
1012,v0_expected_cost,INF-011,signed_sophisticated_fake,SIGN,20.0,0.963,0.999,0.996,0.957,True
1012,v1_voi,INF-011,signed_sophisticated_fake,SIGN,20.0,0.963,0.999,0.996,0.957,True
1012,engagement_baseline,INF-011,signed_sophisticated_fake,SIGN,20.0,0.963,0.999,0.996,0.957,True
1012,engagement_baseline,INF-013,declined_clean,DECLINE,10.0,1.0,0.999,0.999,0.998,False
1012,engagement_baseline,INF-015,declined_clean,DECLINE,10.0,0.998,1.0,0.999,0.997,False
1012,v0_threshold,INF-018,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.996,True
1012,v0_expected_cost,INF-018,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.996,True
1012,v1_voi,INF-018,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.996,True
1012,engagement_baseline,INF-018,signed_sophisticated_fake,SIGN,20.0,0.997,1.0,0.999,0.996,True
1012,v0_threshold,INF-023,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.989,True
1012,v0_expected_cost,INF-023,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.989,True
1012,v1_voi,INF-023,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.989,True
1012,engagement_baseline,INF-023,signed_sophisticated_fake,SIGN,20.0,0.99,1.0,1.0,0.989,True
1012,engagement_baseline,INF-025,signed_mismatch,SIGN,15.0,1.0,0.001,0.994,0.993,False
1012,engagement_baseline,INF-028,declined_clean,DECLINE,10.0,1.0,0.999,0.994,0.993,False
1012,engagement_baseline,INF-031,declined_clean,DECLINE,10.0,0.984,0.996,0.999,0.979,False
1012,engagement_baseline,INF-032,signed_sophisticated_fake,SIGN,20.0,1.0,0.094,0.928,0.841,True
1012,engagement_baseline,INF-033,signed_mismatch,SIGN,15.0,1.0,0.0,0.998,0.998,False
1012,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,0.995,0.003,1.0,0.992,False
1012,engagement_baseline,INF-037,signed_safety_risk,SIGN,200.0,0.987,0.996,0.204,0.782,True
1012,engagement_baseline,INF-039,signed_crude_fake,SIGN,20.0,0.0,0.954,0.998,0.952,False
1013,engagement_baseline,INF-000,signed_mismatch,SIGN,15.0,0.976,0.0,0.999,0.975,False
1013,engagement_baseline,INF-002,signed_safety_risk,SIGN,200.0,0.944,0.998,0.2,0.754,True
1013,engagement_baseline,INF-004,declined_clean,DECLINE,10.0,0.995,0.991,0.998,0.984,False
1013,engagement_baseline,INF-005,declined_clean,DECLINE,10.0,0.999,0.996,1.0,0.994,False
1013,engagement_baseline,INF-009,signed_crude_fake,SIGN,20.0,0.0,0.999,1.0,0.999,False
1013,engagement_baseline,INF-011,declined_clean,DECLINE,10.0,0.986,1.0,1.0,0.985,False
1013,engagement_baseline,INF-012,signed_mismatch,SIGN,15.0,1.0,0.007,0.904,0.898,False
1013,engagement_baseline,INF-013,signed_safety_risk,SIGN,200.0,0.012,0.076,0.655,0.598,False
1013,engagement_baseline,INF-015,signed_crude_fake,SIGN,20.0,0.0,0.999,1.0,0.999,False
1013,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,0.999,0.0,0.998,0.997,False
1013,v0_threshold,INF-019,signed_sophisticated_fake,SIGN,20.0,0.978,0.973,0.985,0.937,True
1013,v0_expected_cost,INF-019,signed_sophisticated_fake,SIGN,20.0,0.978,0.973,0.985,0.937,True
1013,v1_voi,INF-019,signed_sophisticated_fake,SIGN,20.0,0.978,0.973,0.985,0.937,True
1013,engagement_baseline,INF-019,signed_sophisticated_fake,SIGN,20.0,0.978,0.973,0.985,0.937,True
1013,engagement_baseline,INF-020,signed_safety_risk,SIGN,200.0,1.0,0.001,0.732,0.731,False
1013,engagement_baseline,INF-021,signed_crude_fake,SIGN,20.0,0.004,0.001,0.996,0.992,False
1013,engagement_baseline,INF-022,signed_crude_fake,SIGN,20.0,0.0,0.002,1.0,0.998,False
1013,v0_threshold,INF-023,signed_sophisticated_fake,SIGN,20.0,0.807,0.999,1.0,0.805,True
1013,v0_expected_cost,INF-023,signed_sophisticated_fake,SIGN,20.0,0.807,0.999,1.0,0.805,True
1013,v1_voi,INF-023,signed_sophisticated_fake,SIGN,20.0,0.807,0.999,1.0,0.805,True
1013,engagement_baseline,INF-025,signed_mismatch,SIGN,15.0,0.989,0.004,0.995,0.98,False
1013,v0_threshold,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,1.0,0.998,True
1013,v0_expected_cost,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,1.0,0.998,True
1013,v1_voi,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,1.0,0.998,True
1013,engagement_baseline,INF-028,signed_sophisticated_fake,SIGN,20.0,0.999,0.999,1.0,0.998,True
1013,v0_threshold,INF-035,declined_clean,DECLINE,10.0,1.0,0.701,0.965,0.676,False
1014,engagement_baseline,INF-001,signed_safety_risk,SIGN,200.0,1.0,0.992,0.563,0.558,False
1014,engagement_baseline,INF-005,signed_mismatch,SIGN,15.0,1.0,0.017,0.994,0.977,False
1014,engagement_baseline,INF-006,signed_crude_fake,SIGN,20.0,0.008,0.988,0.997,0.977,False
1014,engagement_baseline,INF-009,signed_mismatch,SIGN,15.0,0.993,0.0,0.989,0.983,False
1014,engagement_baseline,INF-010,signed_mismatch,SIGN,15.0,0.986,0.0,0.982,0.968,False
1014,engagement_baseline,INF-012,declined_clean,DECLINE,10.0,1.0,0.914,0.984,0.899,False
1014,engagement_baseline,INF-013,signed_mismatch,SIGN,15.0,1.0,0.012,1.0,0.988,False
1014,engagement_baseline,INF-014,signed_mismatch,SIGN,15.0,0.998,0.004,0.987,0.982,False
1014,engagement_baseline,INF-015,signed_mismatch,SIGN,15.0,0.998,0.0,0.999,0.997,False
1014,engagement_baseline,INF-018,declined_clean,DECLINE,10.0,0.997,0.973,0.998,0.968,False
1014,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.998,False
1014,v0_threshold,INF-020,signed_sophisticated_fake,SIGN,20.0,0.985,0.945,0.996,0.927,True
1014,v0_expected_cost,INF-020,signed_sophisticated_fake,SIGN,20.0,0.985,0.945,0.996,0.927,True
1014,v1_voi,INF-020,signed_sophisticated_fake,SIGN,20.0,0.985,0.945,0.996,0.927,True
1014,engagement_baseline,INF-020,signed_sophisticated_fake,SIGN,20.0,0.985,0.945,0.996,0.927,True
1014,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,0.997,0.0,1.0,0.997,False
1014,engagement_baseline,INF-022,declined_clean,DECLINE,10.0,0.994,0.997,0.976,0.967,False
1014,engagement_baseline,INF-023,signed_mismatch,SIGN,15.0,1.0,0.011,0.992,0.98,False
1014,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,0.999,0.0,1.0,0.998,False
1014,engagement_baseline,INF-030,signed_mismatch,SIGN,15.0,0.999,0.093,0.999,0.905,False
1014,engagement_baseline,INF-032,declined_clean,DECLINE,10.0,0.995,0.995,0.996,0.986,False
1014,engagement_baseline,INF-033,signed_mismatch,SIGN,15.0,1.0,0.004,0.996,0.992,False
1014,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,0.999,0.0,0.999,0.998,False
1014,engagement_baseline,INF-038,signed_mismatch,SIGN,15.0,1.0,0.003,0.99,0.987,False
1015,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.999,0.004,0.997,0.992,False
1015,v0_threshold,INF-002,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,1.0,0.998,True
1015,v0_expected_cost,INF-002,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,1.0,0.998,True
1015,v1_voi,INF-002,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,1.0,0.998,True
1015,engagement_baseline,INF-002,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,1.0,0.998,True
1015,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,1.0,0.002,0.999,0.997,False
1015,engagement_baseline,INF-005,signed_mismatch,SIGN,15.0,1.0,0.003,0.92,0.917,False
1015,v0_threshold,INF-007,signed_sophisticated_fake,SIGN,20.0,0.919,0.994,1.0,0.913,True
1015,v0_expected_cost,INF-007,signed_sophisticated_fake,SIGN,20.0,0.919,0.994,1.0,0.913,True
1015,v1_voi,INF-007,signed_sophisticated_fake,SIGN,20.0,0.919,0.994,1.0,0.913,True
1015,engagement_baseline,INF-009,signed_sophisticated_fake,SIGN,20.0,0.701,0.217,0.99,0.543,True
1015,engagement_baseline,INF-011,declined_clean,DECLINE,10.0,0.991,1.0,0.999,0.989,False
1015,engagement_baseline,INF-012,signed_mismatch,SIGN,15.0,0.982,0.003,1.0,0.98,False
1015,engagement_baseline,INF-018,signed_mismatch,SIGN,15.0,0.998,0.002,0.987,0.983,False
1015,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,1.0,0.0,0.815,0.815,False
1015,engagement_baseline,INF-021,signed_crude_fake,SIGN,20.0,0.0,0.0,0.999,0.999,False
1015,engagement_baseline,INF-023,signed_crude_fake,SIGN,20.0,0.0,0.835,1.0,0.835,False
1015,engagement_baseline,INF-024,signed_mismatch,SIGN,15.0,1.0,0.003,0.98,0.977,False
1015,engagement_baseline,INF-026,signed_mismatch,SIGN,15.0,1.0,0.035,0.998,0.963,False
1015,v0_threshold,INF-027,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,1.0,0.997,True
1015,v0_expected_cost,INF-027,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,1.0,0.997,True
1015,v1_voi,INF-027,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,1.0,0.997,True
1015,engagement_baseline,INF-027,signed_sophisticated_fake,SIGN,20.0,0.999,0.998,1.0,0.997,True
1015,engagement_baseline,INF-029,signed_mismatch,SIGN,15.0,1.0,0.0,0.999,0.999,False
1015,engagement_baseline,INF-031,signed_mismatch,SIGN,15.0,0.998,0.097,1.0,0.902,False
1015,engagement_baseline,INF-033,signed_sophisticated_fake,SIGN,20.0,0.769,0.0,0.992,0.763,True
1015,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,1.0,0.0,0.99,0.989,False
1015,engagement_baseline,INF-036,declined_clean,DECLINE,10.0,1.0,0.996,0.992,0.989,False
1015,engagement_baseline,INF-039,declined_clean,DECLINE,10.0,0.959,0.997,1.0,0.956,False
1016,engagement_baseline,INF-003,signed_mismatch,SIGN,15.0,0.993,0.0,0.99,0.983,False
1016,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,1.0,0.0,0.998,0.997,False
1016,engagement_baseline,INF-005,signed_mismatch,SIGN,15.0,1.0,0.002,1.0,0.998,False
1016,engagement_baseline,INF-006,signed_sophisticated_fake,SIGN,20.0,1.0,0.0,1.0,0.999,True
1016,engagement_baseline,INF-007,signed_mismatch,SIGN,15.0,0.995,0.009,0.992,0.978,False
1016,engagement_baseline,INF-009,signed_safety_risk,SIGN,200.0,0.959,1.0,0.141,0.824,False
1016,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,0.993,0.005,0.948,0.937,False
1016,v0_threshold,INF-014,declined_clean,DECLINE,10.0,0.977,0.776,0.921,0.698,False
1016,v0_threshold,INF-018,signed_sophisticated_fake,SIGN,20.0,0.999,0.989,0.998,0.986,True
1016,v0_expected_cost,INF-018,signed_sophisticated_fake,SIGN,20.0,0.999,0.989,0.998,0.986,True
1016,v1_voi,INF-018,signed_sophisticated_fake,SIGN,20.0,0.999,0.989,0.998,0.986,True
1016,engagement_baseline,INF-018,signed_sophisticated_fake,SIGN,20.0,0.999,0.989,0.998,0.986,True
1016,engagement_baseline,INF-022,signed_mismatch,SIGN,15.0,0.994,0.116,1.0,0.879,False
1016,engagement_baseline,INF-023,signed_sophisticated_fake,SIGN,20.0,1.0,0.053,1.0,0.946,True
1016,engagement_baseline,INF-024,signed_sophisticated_fake,SIGN,20.0,0.968,0.0,0.999,0.967,True
1016,v0_threshold,INF-026,signed_sophisticated_fake,SIGN,20.0,0.996,0.996,0.961,0.954,True
1016,v0_expected_cost,INF-026,signed_sophisticated_fake,SIGN,20.0,0.996,0.996,0.961,0.954,True
1016,engagement_baseline,INF-026,signed_sophisticated_fake,SIGN,20.0,0.996,0.996,0.961,0.954,True
1016,engagement_baseline,INF-031,signed_mismatch,SIGN,15.0,0.962,0.0,1.0,0.962,False
1016,engagement_baseline,INF-033,signed_safety_risk,SIGN,200.0,0.0,0.984,0.034,0.95,False
1016,engagement_baseline,INF-034,signed_sophisticated_fake,SIGN,20.0,0.185,0.005,0.999,0.811,True
1016,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,0.974,0.011,0.979,0.943,False
1016,engagement_baseline,INF-036,signed_safety_risk,SIGN,200.0,0.999,0.054,0.356,0.609,False
1016,engagement_baseline,INF-038,signed_mismatch,SIGN,15.0,0.999,0.005,0.993,0.987,False
1017,v0_threshold,INF-002,signed_sophisticated_fake,SIGN,20.0,0.972,0.979,1.0,0.952,True
1017,v0_expected_cost,INF-002,signed_sophisticated_fake,SIGN,20.0,0.972,0.979,1.0,0.952,True
1017,v1_voi,INF-002,signed_sophisticated_fake,SIGN,20.0,0.972,0.979,1.0,0.952,True
1017,engagement_baseline,INF-002,signed_sophisticated_fake,SIGN,20.0,0.972,0.979,1.0,0.952,True
1017,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,0.996,0.0,0.99,0.986,False
1017,engagement_baseline,INF-007,signed_sophisticated_fake,SIGN,20.0,0.997,0.163,0.998,0.834,True
1017,engagement_baseline,INF-008,signed_mismatch,SIGN,15.0,0.993,0.114,0.978,0.861,False
1017,engagement_baseline,INF-010,signed_mismatch,SIGN,15.0,0.989,0.063,0.671,0.622,False
1017,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,1.0,0.001,0.998,0.997,False
1017,engagement_baseline,INF-014,signed_safety_risk,SIGN,200.0,0.999,0.006,0.553,0.549,False
1017,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,0.996,0.0,0.92,0.916,False
1017,engagement_baseline,INF-022,signed_mismatch,SIGN,15.0,0.998,0.002,1.0,0.997,False
1017,engagement_baseline,INF-023,signed_mismatch,SIGN,15.0,1.0,0.002,0.991,0.989,False
1017,engagement_baseline,INF-025,signed_crude_fake,SIGN,20.0,0.001,0.002,0.999,0.996,False
1017,engagement_baseline,INF-026,signed_sophisticated_fake,SIGN,20.0,0.893,0.001,0.987,0.88,True
1017,engagement_baseline,INF-027,signed_safety_risk,SIGN,200.0,0.912,1.0,0.03,0.885,False
1017,engagement_baseline,INF-034,signed_crude_fake,SIGN,20.0,0.0,0.999,0.985,0.983,False
1017,engagement_baseline,INF-038,signed_sophisticated_fake,SIGN,20.0,0.897,0.0,0.998,0.895,True
1018,engagement_baseline,INF-003,signed_mismatch,SIGN,15.0,0.982,0.002,1.0,0.979,False
1018,engagement_baseline,INF-005,signed_crude_fake,SIGN,20.0,0.031,0.018,0.997,0.949,False
1018,engagement_baseline,INF-009,declined_clean,DECLINE,10.0,0.981,1.0,0.996,0.976,False
1018,v0_threshold,INF-012,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1018,v0_expected_cost,INF-012,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1018,v1_voi,INF-012,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1018,engagement_baseline,INF-012,signed_sophisticated_fake,SIGN,20.0,1.0,1.0,0.999,0.999,True
1018,engagement_baseline,INF-014,signed_mismatch,SIGN,15.0,0.996,0.0,0.989,0.986,False
1018,engagement_baseline,INF-015,signed_sophisticated_fake,SIGN,20.0,0.984,0.057,1.0,0.928,True
1018,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,0.999,0.001,0.987,0.985,False
1018,engagement_baseline,INF-023,declined_clean,DECLINE,10.0,0.999,0.999,1.0,0.998,False
1018,engagement_baseline,INF-024,signed_safety_risk,SIGN,200.0,0.999,0.999,0.397,0.602,False
1018,engagement_baseline,INF-025,declined_clean,DECLINE,10.0,0.976,1.0,0.994,0.97,False
1018,engagement_baseline,INF-026,signed_safety_risk,SIGN,200.0,0.993,0.996,0.799,0.79,False
1018,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,1.0,0.0,0.991,0.991,False
1018,engagement_baseline,INF-028,signed_mismatch,SIGN,15.0,0.989,0.003,1.0,0.986,False
1018,engagement_baseline,INF-030,declined_clean,DECLINE,10.0,0.993,0.99,1.0,0.983,False
1018,engagement_baseline,INF-031,signed_crude_fake,SIGN,20.0,0.0,0.022,0.963,0.941,False
1018,v0_threshold,INF-033,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.998,0.992,True
1018,v0_expected_cost,INF-033,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.998,0.992,True
1018,v1_voi,INF-033,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.998,0.992,True
1018,engagement_baseline,INF-033,signed_sophisticated_fake,SIGN,20.0,0.996,0.999,0.998,0.992,True
1018,engagement_baseline,INF-034,signed_mismatch,SIGN,15.0,1.0,0.001,0.999,0.998,False
1018,engagement_baseline,INF-035,signed_mismatch,SIGN,15.0,0.994,0.001,1.0,0.993,False
1018,engagement_baseline,INF-036,signed_mismatch,SIGN,15.0,1.0,0.0,0.998,0.998,False
1018,v0_threshold,INF-038,signed_sophisticated_fake,SIGN,20.0,0.934,0.996,0.999,0.93,True
1018,v0_expected_cost,INF-038,signed_sophisticated_fake,SIGN,20.0,0.934,0.996,0.999,0.93,True
1018,v1_voi,INF-038,signed_sophisticated_fake,SIGN,20.0,0.934,0.996,0.999,0.93,True
1018,engagement_baseline,INF-038,signed_sophisticated_fake,SIGN,20.0,0.934,0.996,0.999,0.93,True
1018,v0_threshold,INF-039,signed_sophisticated_fake,SIGN,20.0,0.89,0.986,0.933,0.819,True
1019,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.998,0.0,0.999,0.997,False
1019,engagement_baseline,INF-002,signed_mismatch,SIGN,15.0,1.0,0.051,0.965,0.916,False
1019,engagement_baseline,INF-003,signed_mismatch,SIGN,15.0,0.731,0.004,0.99,0.721,False
1019,engagement_baseline,INF-007,signed_sophisticated_fake,SIGN,20.0,0.987,0.013,0.991,0.966,True
1019,v0_threshold,INF-008,signed_sophisticated_fake,SIGN,20.0,0.992,1.0,0.999,0.991,True
1019,v0_expected_cost,INF-008,signed_sophisticated_fake,SIGN,20.0,0.992,1.0,0.999,0.991,True
1019,v1_voi,INF-008,signed_sophisticated_fake,SIGN,20.0,0.992,1.0,0.999,0.991,True
1019,engagement_baseline,INF-008,signed_sophisticated_fake,SIGN,20.0,0.992,1.0,0.999,0.991,True
1019,engagement_baseline,INF-010,signed_mismatch,SIGN,15.0,1.0,0.036,0.997,0.961,False
1019,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,1.0,0.02,1.0,0.979,False
1019,engagement_baseline,INF-016,signed_mismatch,SIGN,15.0,1.0,0.001,0.985,0.983,False
1019,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,0.997,0.306,0.999,0.691,False
1019,v0_threshold,INF-022,signed_sophisticated_fake,SIGN,20.0,0.991,1.0,1.0,0.991,True
1019,v0_expected_cost,INF-022,signed_sophisticated_fake,SIGN,20.0,0.991,1.0,1.0,0.991,True
1019,v1_voi,INF-022,signed_sophisticated_fake,SIGN,20.0,0.991,1.0,1.0,0.991,True
1019,engagement_baseline,INF-022,signed_sophisticated_fake,SIGN,20.0,0.991,1.0,1.0,0.991,True
1019,engagement_baseline,INF-024,signed_crude_fake,SIGN,20.0,0.0,0.0,0.99,0.99,False
1019,engagement_baseline,INF-026,signed_mismatch,SIGN,15.0,0.953,0.001,0.949,0.903,False
1019,engagement_baseline,INF-030,signed_sophisticated_fake,SIGN,20.0,0.055,0.004,0.997,0.939,True
1019,engagement_baseline,INF-031,signed_mismatch,SIGN,15.0,1.0,0.264,0.998,0.735,False
1019,v0_threshold,INF-033,signed_sophisticated_fake,SIGN,20.0,0.97,1.0,1.0,0.969,True
1019,v0_expected_cost,INF-033,signed_sophisticated_fake,SIGN,20.0,0.97,1.0,1.0,0.969,True
1019,v1_voi,INF-033,signed_sophisticated_fake,SIGN,20.0,0.97,1.0,1.0,0.969,True
1019,engagement_baseline,INF-034,signed_mismatch,SIGN,15.0,0.854,0.005,0.942,0.801,False
1019,engagement_baseline,INF-035,declined_clean,DECLINE,10.0,1.0,0.995,1.0,0.995,False
1019,engagement_baseline,INF-038,signed_crude_fake,SIGN,20.0,0.002,0.95,0.998,0.946,False
1020,engagement_baseline,INF-000,signed_mismatch,SIGN,15.0,0.991,0.023,1.0,0.968,False
1020,engagement_baseline,INF-001,declined_clean,DECLINE,10.0,0.999,0.999,1.0,0.998,False
1020,engagement_baseline,INF-004,signed_mismatch,SIGN,15.0,1.0,0.003,0.939,0.936,False
1020,v0_threshold,INF-005,declined_clean,DECLINE,10.0,0.999,0.381,1.0,0.618,False
1020,engagement_baseline,INF-006,signed_sophisticated_fake,SIGN,20.0,0.988,0.0,0.994,0.982,True
1020,engagement_baseline,INF-008,signed_mismatch,SIGN,15.0,0.999,0.0,0.999,0.998,False
1020,engagement_baseline,INF-009,declined_clean,DECLINE,10.0,0.994,0.992,0.899,0.887,False
1020,engagement_baseline,INF-010,signed_crude_fake,SIGN,20.0,0.0,0.996,1.0,0.996,False
1020,engagement_baseline,INF-011,signed_mismatch,SIGN,15.0,0.984,0.0,0.988,0.972,False
1020,engagement_baseline,INF-012,signed_mismatch,SIGN,15.0,0.998,0.082,0.986,0.904,False
1020,v0_threshold,INF-013,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,0.999,0.997,True
1020,v0_expected_cost,INF-013,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,0.999,0.997,True
1020,v1_voi,INF-013,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,0.999,0.997,True
1020,engagement_baseline,INF-013,signed_sophisticated_fake,SIGN,20.0,1.0,0.999,0.999,0.997,True
1020,v0_threshold,INF-016,signed_sophisticated_fake,SIGN,20.0,0.999,0.988,0.995,0.982,True
1020,v0_expected_cost,INF-016,signed_sophisticated_fake,SIGN,20.0,0.999,0.988,0.995,0.982,True
1020,v1_voi,INF-016,signed_sophisticated_fake,SIGN,20.0,0.999,0.988,0.995,0.982,True
1020,engagement_baseline,INF-016,signed_sophisticated_fake,SIGN,20.0,0.999,0.988,0.995,0.982,True
1020,engagement_baseline,INF-017,signed_mismatch,SIGN,15.0,0.995,0.0,0.86,0.856,False
1020,engagement_baseline,INF-018,signed_mismatch,SIGN,15.0,0.998,0.0,1.0,0.997,False
1020,engagement_baseline,INF-019,signed_mismatch,SIGN,15.0,0.974,0.0,0.976,0.951,False
1020,engagement_baseline,INF-020,declined_clean,DECLINE,10.0,0.996,0.994,0.999,0.99,False
1020,engagement_baseline,INF-021,signed_mismatch,SIGN,15.0,1.0,0.003,1.0,0.996,False
1020,v0_threshold,INF-023,signed_sophisticated_fake,SIGN,20.0,0.959,1.0,0.994,0.953,True
1020,v0_expected_cost,INF-023,signed_sophisticated_fake,SIGN,20.0,0.959,1.0,0.994,0.953,True
1020,v1_voi,INF-023,signed_sophisticated_fake,SIGN,20.0,0.959,1.0,0.994,0.953,True
1020,engagement_baseline,INF-023,signed_sophisticated_fake,SIGN,20.0,0.959,1.0,0.994,0.953,True
1020,engagement_baseline,INF-025,declined_clean,DECLINE,10.0,0.969,0.999,0.993,0.961,False
1020,engagement_baseline,INF-026,signed_mismatch,SIGN,15.0,1.0,0.0,0.996,0.996,False
1020,engagement_baseline,INF-027,signed_mismatch,SIGN,15.0,0.972,0.0,0.998,0.97,False
1020,engagement_baseline,INF-029,declined_clean,DECLINE,10.0,0.998,0.997,0.999,0.994,False
1020,engagement_baseline,INF-032,signed_crude_fake,SIGN,20.0,0.0,0.989,0.999,0.988,False
1020,engagement_baseline,INF-034,signed_sophisticated_fake,SIGN,20.0,0.878,0.0,1.0,0.878,True
1020,v0_threshold,INF-036,signed_sophisticated_fake,SIGN,20.0,0.998,1.0,0.988,0.987,True
1020,v0_expected_cost,INF-036,signed_sophisticated_fake,SIGN,20.0,0.998,1.0,0.988,0.987,True
1020,v1_voi,INF-036,signed_sophisticated_fake,SIGN,20.0,0.998,1.0,0.988,0.987,True
1020,engagement_baseline,INF-036,signed_sophisticated_fake,SIGN,20.0,0.998,1.0,0.988,0.987,True
1020,engagement_baseline,INF-037,declined_clean,DECLINE,10.0,1.0,1.0,0.994,0.994,False
1020,v0_threshold,INF-039,signed_sophisticated_fake,SIGN,20.0,1.0,0.998,1.0,0.997,True
1020,v0_expected_cost,INF-039,signed_sophisticated_fake,SIGN,20.0,1.0,0.998,1.0,0.997,True
1020,v1_voi,INF-039,signed_sophisticated_fake,SIGN,20.0,1.0,0.998,1.0,0.997,True
1020,engagement_baseline,INF-039,signed_sophisticated_fake,SIGN,20.0,1.0,0.998,1.0,0.997,True
1021,engagement_baseline,INF-001,signed_mismatch,SIGN,15.0,0.993,0.185,0.998,0.808,False
1021,engagement_baseline,INF-005,signed_crude_fake,SIGN,20.0,0.753,0.035,0.995,0.724,False
1021,engagement_baseline,INF-006,signed_sophisticated_fake,SIGN,20.0,1.0,0.04,1.0,0.96,True
1021,engagement_baseline,INF-009,signed_mismatch,SIGN,15.0,0.991,0.026,0.999,0.965,False
1021,engagement_baseline,INF-010,signed_crude_fake,SIGN,20.0,0.0,0.999,0.918,0.917,False
1021,engagement_baseline,INF-012,signed_safety_risk,SIGN,200.0,0.949,0.001,0.074,0.878,True
1021,engagement_baseline,INF-014,declined_clean,DECLINE,10.0,0.992,0.957,0.949,0.901,False
