param,value,seed,policy,true_positive,false_positive,false_negative,true_negative,precision,recall,fp_safety_risk,fp_inauthentic,fp_sophisticated,fp_mismatch_only,human_review_rate,probe_rate,total_cost,mean_cost
p_A_false,0.4,2007,v0_threshold,14,3,0,23,0.8235294117647058,1.0,0,3,3,0,0.05,0.225,-61.0,-1.525
p_A_false,0.4,2007,v0_expected_cost,13,3,1,23,0.8125,0.9285714285714286,0,3,3,0,0.0,0.1,-66.0,-1.65
p_A_false,0.4,2007,engagement_baseline,14,17,0,9,0.45161290322580644,1.0,1,5,3,11,0.0,0.0,325.0,8.125
p_A_false,0.4,2008,v0_threshold,11,2,2,25,0.8461538461538461,0.8461538461538461,0,1,1,1,0.125,0.275,-29.0,-0.725
p_A_false,0.4,2008,v0_expected_cost,7,2,6,25,0.7777777777777778,0.5384615384615384,0,1,1,1,0.0,0.2,-27.0,-0.675
p_A_false,0.4,2008,engagement_baseline,13,12,0,15,0.52,1.0,2,3,2,8,0.0,0.0,430.0,10.75
p_A_false,0.4,2009,v0_threshold,10,9,0,21,0.5263157894736842,1.0,0,9,9,0,0.05,0.275,101.0,2.525
p_A_false,0.4,2009,v0_expected_cost,10,9,0,21,0.5263157894736842,1.0,0,9,9,0,0.0,0.0,80.0,2.0
p_A_false,0.4,2009,engagement_baseline,6,19,4,11,0.24,0.6,1,11,8,7,0.0,0.0,505.0,12.625
p_A_false,0.4,2010,v0_threshold,15,4,0,21,0.7894736842105263,1.0,0,4,4,0,0.0,0.25,-60.0,-1.5
p_A_false,0.4,2010,v0_expected_cost,14,4,1,21,0.7777777777777778,0.9333333333333333,0,4,4,0,0.0,0.075,-57.0,-1.425
p_A_false,0.4,2010,engagement_baseline,11,14,4,11,0.44,0.7333333333333333,0,9,7,5,0.0,0.0,185.0,4.625
p_A_false,0.4,2011,v0_threshold,15,5,0,20,0.75,1.0,1,4,4,1,0.025,0.225,139.0,3.475
p_A_false,0.4,2011,v0_expected_cost,14,4,1,21,0.7777777777777778,0.9333333333333333,0,3,3,1,0.0,0.05,-63.0,-1.575
p_A_false,0.4,2011,engagement_baseline,12,15,3,10,0.4444444444444444,0.8,1,7,3,8,0.0,0.0,350.0,8.75
p_A_false,0.4,2012,v0_threshold,17,2,0,21,0.8947368421052632,1.0,0,2,2,0,0.025,0.175,-118.0,-2.95
p_A_false,0.4,2012,v0_expected_cost,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.025,0.075,-112.0,-2.8
p_A_false,0.4,2012,engagement_baseline,13,18,4,5,0.41935483870967744,0.7647058823529411,1,8,5,9,0.0,0.0,405.0,10.125
p_A_false,0.4,2013,v0_threshold,12,4,0,24,0.75,1.0,0,4,4,0,0.125,0.125,-10.0,-0.25
p_A_false,0.4,2013,v0_expected_cost,12,4,0,24,0.75,1.0,0,4,4,0,0.025,0.025,-34.0,-0.85
p_A_false,0.4,2013,engagement_baseline,9,18,3,10,0.3333333333333333,0.75,3,11,8,6,0.0,0.0,810.0,20.25
p_A_false,0.4,2014,v0_threshold,14,3,0,23,0.8235294117647058,1.0,0,3,3,0,0.05,0.175,-63.0,-1.575
p_A_false,0.4,2014,v0_expected_cost,12,3,2,23,0.8,0.8571428571428571,0,3,3,0,0.0,0.1,-56.0,-1.4
p_A_false,0.4,2014,engagement_baseline,10,17,4,9,0.37037037037037035,0.7142857142857143,2,5,4,11,0.0,0.0,585.0,14.625
sign_unsafe,50.0,2000,v0_threshold,13,5,1,21,0.7222222222222222,0.9285714285714286,1,3,3,1,0.025,0.075,13.0,0.325
sign_unsafe,50.0,2000,v0_expected_cost,13,6,1,20,0.6842105263157895,0.9285714285714286,1,3,3,2,0.0,0.125,15.0,0.375
sign_unsafe,50.0,2000,engagement_baseline,11,20,3,6,0.3548387096774194,0.7857142857142857,1,5,3,14,0.0,0.0,280.0,7.0
sign_unsafe,50.0,2001,v0_threshold,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.2,-132.0,-3.3
sign_unsafe,50.0,2001,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-127.0,-3.175
sign_unsafe,50.0,2001,engagement_baseline,13,16,4,7,0.4482758620689655,0.7647058823529411,0,4,3,12,0.0,0.0,170.0,4.25
sign_unsafe,50.0,2002,v0_threshold,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.05,0.15,-74.0,-1.85
sign_unsafe,50.0,2002,v0_expected_cost,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.0,0.075,-87.0,-2.175
sign_unsafe,50.0,2002,engagement_baseline,8,20,3,9,0.2857142857142857,0.7272727272727273,2,6,2,12,0.0,0.0,350.0,8.75
sign_unsafe,50.0,2003,v0_threshold,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.025,0.125,-140.0,-3.5
sign_unsafe,50.0,2003,v0_expected_cost,17,2,0,21,0.8947368421052632,1.0,0,1,1,1,0.0,0.075,-132.0,-3.3
sign_unsafe,50.0,2003,engagement_baseline,17,18,0,5,0.4857142857142857,1.0,1,4,3,13,0.0,0.0,155.0,3.875
sign_unsafe,50.0,2004,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.05,0.175,-103.0,-2.575
sign_unsafe,50.0,2004,v0_expected_cost,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.0,0.025,-119.0,-2.975
sign_unsafe,50.0,2004,engagement_baseline,14,20,2,4,0.4117647058823529,0.875,1,7,4,12,0.0,0.0,250.0,6.25
sign_unsafe,50.0,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.225,-141.0,-3.525
sign_unsafe,50.0,2005,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-137.0,-3.425
sign_unsafe,50.0,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,10,4,10,0.0,0.0,240.0,6.0
sign_unsafe,50.0,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
sign_unsafe,50.0,2006,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.0,-135.0,-3.375
sign_unsafe,50.0,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,205.0,5.125
sign_unsafe,50.0,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
sign_unsafe,50.0,2007,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.0,0.0,-140.0,-3.5
sign_unsafe,50.0,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,155.0,3.875
sign_unsafe,50.0,2008,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.275,-99.0,-2.475
sign_unsafe,50.0,2008,v0_expected_cost,15,1,0,24,0.9375,1.0,0,1,1,0,0.0,0.1,-126.0,-3.15
sign_unsafe,50.0,2008,engagement_baseline,12,11,3,14,0.5217391304347826,0.8,3,3,3,6,0.0,0.0,190.0,4.75
sign_unsafe,50.0,2009,v0_threshold,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.05,0.3,-78.0,-1.95
sign_unsafe,50.0,2009,v0_expected_cost,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.025,0.075,-92.0,-2.3
sign_unsafe,50.0,2009,engagement_baseline,10,19,2,9,0.3448275862068966,0.8333333333333334,1,6,2,12,0.0,0.0,270.0,6.75
sign_unsafe,50.0,2010,v0_threshold,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.025,0.225,-6.0,-0.15
sign_unsafe,50.0,2010,v0_expected_cost,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.0,0.025,-19.0,-0.475
sign_unsafe,50.0,2010,engagement_baseline,9,20,3,8,0.3103448275862069,0.75,0,10,7,10,0.0,0.0,290.0,7.25
sign_unsafe,50.0,2011,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.025,0.125,-135.0,-3.375
sign_unsafe,50.0,2011,v0_expected_cost,18,2,0,20,0.9,1.0,0,1,1,1,0.0,0.0,-145.0,-3.625
sign_unsafe,50.0,2011,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,1,8,3,11,0.0,0.0,275.0,6.875
sign_unsafe,50.0,2012,v0_threshold,17,3,0,20,0.85,1.0,0,3,3,0,0.075,0.1,-91.0,-2.275
sign_unsafe,50.0,2012,v0_expected_cost,17,3,0,20,0.85,1.0,0,3,3,0,0.0,0.075,-107.0,-2.675
sign_unsafe,50.0,2012,engagement_baseline,15,20,2,3,0.42857142857142855,0.8823529411764706,2,9,6,9,0.0,0.0,285.0,7.125
sign_unsafe,50.0,2013,v0_threshold,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.05,0.225,-101.0,-2.525
sign_unsafe,50.0,2013,v0_expected_cost,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.0,0.075,-117.0,-2.925
sign_unsafe,50.0,2013,engagement_baseline,17,16,0,7,0.5151515151515151,1.0,1,7,4,8,0.0,0.0,140.0,3.5
sign_unsafe,50.0,2014,v0_threshold,17,3,0,20,0.85,1.0,0,2,2,1,0.1,0.125,-90.0,-2.25
sign_unsafe,50.0,2014,v0_expected_cost,17,3,0,20,0.85,1.0,0,2,2,1,0.0,0.075,-112.0,-2.8
sign_unsafe,50.0,2014,engagement_baseline,14,16,3,7,0.4666666666666667,0.8235294117647058,4,7,3,6,0.0,0.0,300.0,7.5
sign_unsafe,100.0,2000,v0_threshold,13,5,1,21,0.7222222222222222,0.9285714285714286,1,3,3,1,0.025,0.075,63.0,1.575
sign_unsafe,100.0,2000,v0_expected_cost,13,5,1,21,0.7222222222222222,0.9285714285714286,0,3,3,2,0.0,0.15,-34.0,-0.85
sign_unsafe,100.0,2000,engagement_baseline,11,20,3,6,0.3548387096774194,0.7857142857142857,1,5,3,14,0.0,0.0,330.0,8.25
sign_unsafe,100.0,2001,v0_threshold,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.2,-132.0,-3.3
sign_unsafe,100.0,2001,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-127.0,-3.175
sign_unsafe,100.0,2001,engagement_baseline,13,16,4,7,0.4482758620689655,0.7647058823529411,0,4,3,12,0.0,0.0,170.0,4.25
sign_unsafe,100.0,2002,v0_threshold,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.05,0.15,-74.0,-1.85
sign_unsafe,100.0,2002,v0_expected_cost,10,1,1,28,0.9090909090909091,0.9090909090909091,0,1,1,0,0.0,0.1,-76.0,-1.9
sign_unsafe,100.0,2002,engagement_baseline,8,20,3,9,0.2857142857142857,0.7272727272727273,2,6,2,12,0.0,0.0,450.0,11.25
sign_unsafe,100.0,2003,v0_threshold,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.025,0.125,-140.0,-3.5
sign_unsafe,100.0,2003,v0_expected_cost,17,2,0,21,0.8947368421052632,1.0,0,1,1,1,0.0,0.075,-132.0,-3.3
sign_unsafe,100.0,2003,engagement_baseline,17,18,0,5,0.4857142857142857,1.0,1,4,3,13,0.0,0.0,205.0,5.125
sign_unsafe,100.0,2004,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.05,0.175,-103.0,-2.575
sign_unsafe,100.0,2004,v0_expected_cost,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.0,0.05,-108.0,-2.7
sign_unsafe,100.0,2004,engagement_baseline,14,20,2,4,0.4117647058823529,0.875,1,7,4,12,0.0,0.0,300.0,7.5
sign_unsafe,100.0,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.225,-141.0,-3.525
sign_unsafe,100.0,2005,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-137.0,-3.425
sign_unsafe,100.0,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,10,4,10,0.0,0.0,240.0,6.0
sign_unsafe,100.0,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
sign_unsafe,100.0,2006,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.0,-135.0,-3.375
sign_unsafe,100.0,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,305.0,7.625
sign_unsafe,100.0,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
sign_unsafe,100.0,2007,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.0,0.0,-140.0,-3.5
sign_unsafe,100.0,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,255.0,6.375
sign_unsafe,100.0,2008,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.275,-99.0,-2.475
sign_unsafe,100.0,2008,v0_expected_cost,15,1,0,24,0.9375,1.0,0,1,1,0,0.0,0.1,-126.0,-3.15
sign_unsafe,100.0,2008,engagement_baseline,12,11,3,14,0.5217391304347826,0.8,3,3,3,6,0.0,0.0,340.0,8.5
sign_unsafe,100.0,2009,v0_threshold,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.05,0.3,-78.0,-1.95
sign_unsafe,100.0,2009,v0_expected_cost,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.025,0.075,-92.0,-2.3
sign_unsafe,100.0,2009,engagement_baseline,10,19,2,9,0.3448275862068966,0.8333333333333334,1,6,2,12,0.0,0.0,320.0,8.0
sign_unsafe,100.0,2010,v0_threshold,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.025,0.225,-6.0,-0.15
sign_unsafe,100.0,2010,v0_expected_cost,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.0,0.025,-19.0,-0.475
sign_unsafe,100.0,2010,engagement_baseline,9,20,3,8,0.3103448275862069,0.75,0,10,7,10,0.0,0.0,290.0,7.25
sign_unsafe,100.0,2011,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.025,0.125,-135.0,-3.375
sign_unsafe,100.0,2011,v0_expected_cost,18,2,0,20,0.9,1.0,0,1,1,1,0.0,0.0,-145.0,-3.625
sign_unsafe,100.0,2011,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,1,8,3,11,0.0,0.0,325.0,8.125
sign_unsafe,100.0,2012,v0_threshold,17,3,0,20,0.85,1.0,0,3,3,0,0.075,0.1,-91.0,-2.275
sign_unsafe,100.0,2012,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,3,3,0,0.0,0.1,-96.0,-2.4
sign_unsafe,100.0,2012,engagement_baseline,15,20,2,3,0.42857142857142855,0.8823529411764706,2,9,6,9,0.0,0.0,385.0,9.625
sign_unsafe,100.0,2013,v0_threshold,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.05,0.225,-101.0,-2.525
sign_unsafe,100.0,2013,v0_expected_cost,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.0,0.075,-117.0,-2.925
sign_unsafe,100.0,2013,engagement_baseline,17,16,0,7,0.5151515151515151,1.0,1,7,4,8,0.0,0.0,190.0,4.75
sign_unsafe,100.0,2014,v0_threshold,17,3,0,20,0.85,1.0,0,2,2,1,0.1,0.125,-90.0,-2.25
sign_unsafe,100.0,2014,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,2,2,1,0.0,0.1,-101.0,-2.525
sign_unsafe,100.0,2014,engagement_baseline,14,16,3,7,0.4666666666666667,0.8235294117647058,4,7,3,6,0.0,0.0,500.0,12.5
sign_unsafe,200.0,2000,v0_threshold,13,5,1,21,0.7222222222222222,0.9285714285714286,1,3,3,1,0.025,0.075,163.0,4.075
sign_unsafe,200.0,2000,v0_expected_cost,13,4,1,22,0.7647058823529411,0.9285714285714286,0,3,3,1,0.0,0.175,-48.0,-1.2
sign_unsafe,200.0,2000,engagement_baseline,11,20,3,6,0.3548387096774194,0.7857142857142857,1,5,3,14,0.0,0.0,430.0,10.75
sign_unsafe,200.0,2001,v0_threshold,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.2,-132.0,-3.3
sign_unsafe,200.0,2001,v0_expected_cost,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.0,0.1,-146.0,-3.65
sign_unsafe,200.0,2001,engagement_baseline,13,16,4,7,0.4482758620689655,0.7647058823529411,0,4,3,12,0.0,0.0,170.0,4.25
sign_unsafe,200.0,2002,v0_threshold,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.05,0.15,-74.0,-1.85
sign_unsafe,200.0,2002,v0_expected_cost,9,1,2,28,0.9,0.8181818181818182,0,1,1,0,0.0,0.125,-65.0,-1.625
sign_unsafe,200.0,2002,engagement_baseline,8,20,3,9,0.2857142857142857,0.7272727272727273,2,6,2,12,0.0,0.0,650.0,16.25
sign_unsafe,200.0,2003,v0_threshold,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.025,0.125,-140.0,-3.5
sign_unsafe,200.0,2003,v0_expected_cost,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.0,0.1,-146.0,-3.65
sign_unsafe,200.0,2003,engagement_baseline,17,18,0,5,0.4857142857142857,1.0,1,4,3,13,0.0,0.0,305.0,7.625
sign_unsafe,200.0,2004,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.05,0.175,-103.0,-2.575
sign_unsafe,200.0,2004,v0_expected_cost,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.0,0.05,-108.0,-2.7
sign_unsafe,200.0,2004,engagement_baseline,14,20,2,4,0.4117647058823529,0.875,1,7,4,12,0.0,0.0,400.0,10.0
sign_unsafe,200.0,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.225,-141.0,-3.525
sign_unsafe,200.0,2005,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-137.0,-3.425
sign_unsafe,200.0,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,10,4,10,0.0,0.0,240.0,6.0
sign_unsafe,200.0,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
sign_unsafe,200.0,2006,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.0,-135.0,-3.375
sign_unsafe,200.0,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,505.0,12.625
sign_unsafe,200.0,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
sign_unsafe,200.0,2007,v0_expected_cost,15,1,3,21,0.9375,0.8333333333333334,0,1,1,0,0.0,0.1,-126.0,-3.15
sign_unsafe,200.0,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,455.0,11.375
sign_unsafe,200.0,2008,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.275,-99.0,-2.475
sign_unsafe,200.0,2008,v0_expected_cost,12,1,3,24,0.9230769230769231,0.8,0,1,1,0,0.0,0.175,-93.0,-2.325
sign_unsafe,200.0,2008,engagement_baseline,12,11,3,14,0.5217391304347826,0.8,3,3,3,6,0.0,0.0,640.0,16.0
sign_unsafe,200.0,2009,v0_threshold,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.05,0.3,-78.0,-1.95
sign_unsafe,200.0,2009,v0_expected_cost,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.025,0.075,-92.0,-2.3
sign_unsafe,200.0,2009,engagement_baseline,10,19,2,9,0.3448275862068966,0.8333333333333334,1,6,2,12,0.0,0.0,420.0,10.5
sign_unsafe,200.0,2010,v0_threshold,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.025,0.225,-6.0,-0.15
sign_unsafe,200.0,2010,v0_expected_cost,11,5,1,23,0.6875,0.9166666666666666,0,5,5,0,0.0,0.05,-8.0,-0.2
sign_unsafe,200.0,2010,engagement_baseline,9,20,3,8,0.3103448275862069,0.75,0,10,7,10,0.0,0.0,290.0,7.25
sign_unsafe,200.0,2011,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.025,0.125,-135.0,-3.375
sign_unsafe,200.0,2011,v0_expected_cost,16,2,2,20,0.8888888888888888,0.8888888888888888,0,1,1,1,0.0,0.05,-123.0,-3.075
sign_unsafe,200.0,2011,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,1,8,3,11,0.0,0.0,425.0,10.625
sign_unsafe,200.0,2012,v0_threshold,17,3,0,20,0.85,1.0,0,3,3,0,0.075,0.1,-91.0,-2.275
sign_unsafe,200.0,2012,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,3,3,0,0.0,0.1,-96.0,-2.4
sign_unsafe,200.0,2012,engagement_baseline,15,20,2,3,0.42857142857142855,0.8823529411764706,2,9,6,9,0.0,0.0,585.0,14.625
sign_unsafe,200.0,2013,v0_threshold,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.05,0.225,-101.0,-2.525
sign_unsafe,200.0,2013,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.1,-136.0,-3.4
sign_unsafe,200.0,2013,engagement_baseline,17,16,0,7,0.5151515151515151,1.0,1,7,4,8,0.0,0.0,290.0,7.25
sign_unsafe,200.0,2014,v0_threshold,17,3,0,20,0.85,1.0,0,2,2,1,0.1,0.125,-90.0,-2.25
sign_unsafe,200.0,2014,v0_expected_cost,14,3,3,20,0.8235294117647058,0.8235294117647058,0,2,2,1,0.0,0.15,-79.0,-1.975
sign_unsafe,200.0,2014,engagement_baseline,14,16,3,7,0.4666666666666667,0.8235294117647058,4,7,3,6,0.0,0.0,900.0,22.5
sign_unsafe,350.0,2000,v0_threshold,13,5,1,21,0.7222222222222222,0.9285714285714286,1,3,3,1,0.025,0.075,313.0,7.825
sign_unsafe,350.0,2000,v0_expected_cost,13,4,1,22,0.7647058823529411,0.9285714285714286,0,3,3,1,0.0,0.175,-48.0,-1.2
sign_unsafe,350.0,2000,engagement_baseline,11,20,3,6,0.3548387096774194,0.7857142857142857,1,5,3,14,0.0,0.0,580.0,14.5
sign_unsafe,350.0,2001,v0_threshold,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.2,-132.0,-3.3
sign_unsafe,350.0,2001,v0_expected_cost,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.0,0.1,-146.0,-3.65
sign_unsafe,350.0,2001,engagement_baseline,13,16,4,7,0.4482758620689655,0.7647058823529411,0,4,3,12,0.0,0.0,170.0,4.25
sign_unsafe,350.0,2002,v0_threshold,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.05,0.15,-74.0,-1.85
sign_unsafe,350.0,2002,v0_expected_cost,9,1,2,28,0.9,0.8181818181818182,0,1,1,0,0.0,0.125,-65.0,-1.625
sign_unsafe,350.0,2002,engagement_baseline,8,20,3,9,0.2857142857142857,0.7272727272727273,2,6,2,12,0.0,0.0,950.0,23.75
sign_unsafe,350.0,2003,v0_threshold,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.025,0.125,-140.0,-3.5
sign_unsafe,350.0,2003,v0_expected_cost,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.0,0.1,-146.0,-3.65
sign_unsafe,350.0,2003,engagement_baseline,17,18,0,5,0.4857142857142857,1.0,1,4,3,13,0.0,0.0,455.0,11.375
sign_unsafe,350.0,2004,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.05,0.175,-103.0,-2.575
sign_unsafe,350.0,2004,v0_expected_cost,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.0,0.05,-108.0,-2.7
sign_unsafe,350.0,2004,engagement_baseline,14,20,2,4,0.4117647058823529,0.875,1,7,4,12,0.0,0.0,550.0,13.75
sign_unsafe,350.0,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.225,-141.0,-3.525
sign_unsafe,350.0,2005,v0_expected_cost,15,1,2,22,0.9375,0.8823529411764706,0,1,1,0,0.0,0.1,-126.0,-3.15
sign_unsafe,350.0,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,10,4,10,0.0,0.0,240.0,6.0
sign_unsafe,350.0,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
sign_unsafe,350.0,2006,v0_expected_cost,17,1,1,21,0.9444444444444444,0.9444444444444444,0,1,1,0,0.025,0.05,-143.0,-3.575
sign_unsafe,350.0,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,805.0,20.125
sign_unsafe,350.0,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
sign_unsafe,350.0,2007,v0_expected_cost,14,1,4,21,0.9333333333333333,0.7777777777777778,0,1,1,0,0.0,0.125,-115.0,-2.875
sign_unsafe,350.0,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,755.0,18.875
sign_unsafe,350.0,2008,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.275,-99.0,-2.475
sign_unsafe,350.0,2008,v0_expected_cost,11,1,4,24,0.9166666666666666,0.7333333333333333,0,1,1,0,0.0,0.2,-82.0,-2.05
sign_unsafe,350.0,2008,engagement_baseline,12,11,3,14,0.5217391304347826,0.8,3,3,3,6,0.0,0.0,1090.0,27.25
sign_unsafe,350.0,2009,v0_threshold,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.05,0.3,-78.0,-1.95
sign_unsafe,350.0,2009,v0_expected_cost,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.025,0.075,-92.0,-2.3
sign_unsafe,350.0,2009,engagement_baseline,10,19,2,9,0.3448275862068966,0.8333333333333334,1,6,2,12,0.0,0.0,570.0,14.25
sign_unsafe,350.0,2010,v0_threshold,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.025,0.225,-6.0,-0.15
sign_unsafe,350.0,2010,v0_expected_cost,10,5,2,23,0.6666666666666666,0.8333333333333334,0,5,5,0,0.0,0.075,3.0,0.075
sign_unsafe,350.0,2010,engagement_baseline,9,20,3,8,0.3103448275862069,0.75,0,10,7,10,0.0,0.0,290.0,7.25
sign_unsafe,350.0,2011,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.025,0.125,-135.0,-3.375
sign_unsafe,350.0,2011,v0_expected_cost,14,2,4,20,0.875,0.7777777777777778,0,1,1,1,0.0,0.1,-101.0,-2.525
sign_unsafe,350.0,2011,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,1,8,3,11,0.0,0.0,575.0,14.375
sign_unsafe,350.0,2012,v0_threshold,17,3,0,20,0.85,1.0,0,3,3,0,0.075,0.1,-91.0,-2.275
sign_unsafe,350.0,2012,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,3,3,0,0.0,0.1,-96.0,-2.4
sign_unsafe,350.0,2012,engagement_baseline,15,20,2,3,0.42857142857142855,0.8823529411764706,2,9,6,9,0.0,0.0,885.0,22.125
